N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
4	0.5	iSLIP	4.36039	3.39497	0.0411875	0.16475	0.0010375	0
5	0.5	iSLIP	4.79632	3.72718	0.032816	0.16408	0.00125	0
6	0.5	iSLIP	4.75305	3.72385	0.0273333	0.164	0.001425	0
7	0.5	iSLIP	4.98277	3.96212	0.023449	0.164143	0.00161429	0
8	0.5	iSLIP	4.86974	3.84546	0.0204766	0.163812	0.0015125	0
9	0.5	iSLIP	5.0645	4.11203	0.0182037	0.163833	0.00190556	0
10	0.5	iSLIP	5.15406	4.04445	0.016202	0.16202	0.001665	0
11	0.5	iSLIP	5.35622	4.19245	0.0148529	0.163382	0.00207273	0
12	0.5	iSLIP	5.11587	4.06605	0.0135035	0.162042	0.00179167	0
13	0.5	iSLIP	5.24921	4.14311	0.012387	0.161031	0.0021	0
14	0.5	iSLIP	5.37818	4.3271	0.0116281	0.162793	0.00217857	4.28614e-05
15	0.5	iSLIP	5.28898	4.19105	0.0108196	0.162293	0.00201	2.0002e-05
16	0.5	iSLIP	5.49528	4.45315	0.0101055	0.161688	0.00236563	9.37594e-05
17	0.5	iSLIP	5.35937	4.20164	0.0095699	0.162688	0.00211176	5.29465e-05
18	0.5	iSLIP	5.44291	4.38251	0.009025	0.16245	0.00221111	6.66733e-05
19	0.5	iSLIP	5.45427	4.3804	0.00855956	0.162632	0.00238684	0
20	0.5	iSLIP	5.67968	4.64794	0.008117	0.16234	0.0027575	0.000405041
21	0.5	iSLIP	5.51854	4.47235	0.00770476	0.1618	0.00251667	7.14357e-05
22	0.5	iSLIP	5.57347	4.48185	0.00736384	0.162005	0.00253636	4.09132e-05
23	0.5	iSLIP	5.45075	4.38544	0.00704688	0.162078	0.0022587	0.000143493
24	0.5	iSLIP	5.56815	4.44628	0.00675434	0.162104	0.00244583	0.00020002
25	0.5	iSLIP	5.43182	4.38856	0.0064704	0.16176	0.002314	0.000108011
26	0.5	iSLIP	5.53762	4.47137	0.00623388	0.162081	0.00250385	8.07773e-05
27	0.5	iSLIP	5.47037	4.39351	0.00596324	0.161007	0.00228519	6.66733e-05
28	0.5	iSLIP	5.70672	4.58766	0.00576263	0.161354	0.0026625	6.42921e-05
29	0.5	iSLIP	5.60663	4.56004	0.00557218	0.161593	0.00267069	0.000217263
30	0.5	iSLIP	5.51783	4.49204	0.00539044	0.161713	0.00246833	0.000160016
31	0.5	iSLIP	5.58378	4.50059	0.00523039	0.162142	0.00261452	5.80703e-05
32	0.5	iSLIP	5.56311	4.51012	0.00503779	0.161209	0.00242813	0.000121887
33	0.5	iSLIP	5.70695	4.64517	0.00489477	0.161527	0.00269091	0.000163653
34	0.5	iSLIP	5.60848	4.54826	0.00474905	0.161468	0.00249559	8.82441e-06
35	0.5	iSLIP	5.69739	4.7162	0.00460024	0.161009	0.00283286	0.000274313
36	0.5	iSLIP	5.56556	4.48658	0.00448627	0.161506	0.00249028	3.33367e-05
37	0.5	iSLIP	5.68993	4.65341	0.00437049	0.161708	0.00272027	0.000154069
38	0.5	iSLIP	5.59271	4.50285	0.00425422	0.161661	0.00253816	8.68508e-05
39	0.5	iSLIP	5.67933	4.62294	0.00415076	0.161879	0.00272692	6.92377e-05
40	0.5	iSLIP	5.62819	4.5574	0.00403	0.1612	0.00262375	6.0006e-05
41	0.5	iSLIP	5.63122	4.56135	0.00393111	0.161176	0.00259878	9.51315e-05
42	0.5	iSLIP	5.63582	4.54901	0.00383379	0.161019	0.00256667	0.000142871
43	0.5	iSLIP	5.63892	4.60264	0.0037523	0.161349	0.00262907	0.000209323
44	0.5	iSLIP	5.60538	4.55163	0.00366648	0.161325	0.0025375	5.45509e-05
45	0.5	iSLIP	5.67101	4.61356	0.00357027	0.160662	0.00272667	0.000146681
46	0.5	iSLIP	5.56492	4.49439	0.00351257	0.161578	0.00245326	9.13135e-05
47	0.5	iSLIP	5.64593	4.62449	0.00342435	0.160945	0.00264043	0.000248961
48	0.5	iSLIP	5.69924	4.69783	0.00336806	0.161667	0.00285521	0.000312531
49	0.5	iSLIP	5.61576	4.59281	0.00328605	0.161016	0.00269694	0.00014083
50	0.5	iSLIP	5.66311	4.60584	0.0032306	0.16153	0.002616	0.000162016
51	0.5	iSLIP	5.64136	4.59931	0.00315217	0.160761	0.00265	0.000194137
52	0.5	iSLIP	5.67099	4.62691	0.00310159	0.161283	0.00265577	0.000173094
53	0.5	iSLIP	5.76296	4.6932	0.00304792	0.16154	0.00288585	0.000220777
54	0.5	iSLIP	5.70157	4.67294	0.00298025	0.160933	0.00279537	0.000205576
55	0.5	iSLIP	5.67027	4.61867	0.00292489	0.160869	0.00272273	0.000185473
