N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
4	1	iSLIP	17.0659	4.67918	0.055225	0.2209	0.05605	0
5	1	iSLIP	17.926	5.47813	0.042168	0.21084	0.06108	0
6	1	iSLIP	17.943	5.47103	0.0351167	0.2107	0.06115	0.00010001
7	1	iSLIP	18.1299	5.69377	0.0298184	0.208729	0.0621357	0.000257169
8	1	iSLIP	18.2844	5.91827	0.0258719	0.206975	0.0630125	0.00105011
9	1	iSLIP	18.4706	6.16998	0.0227802	0.205022	0.0639889	0.00110011
10	1	iSLIP	18.6829	6.4977	0.020268	0.20268	0.06516	0.00174017
11	1	iSLIP	18.7274	6.59725	0.0183917	0.202309	0.0653455	0.00193656
12	1	iSLIP	18.7066	6.42703	0.0168785	0.202542	0.0652292	0.00182518
13	1	iSLIP	18.8283	6.60104	0.0154817	0.201262	0.0658692	0.00246948
14	1	iSLIP	18.8736	6.82773	0.0143464	0.20085	0.066075	0.0030003
15	1	iSLIP	18.9093	6.77927	0.0133671	0.200507	0.0662467	0.00260026
16	1	iSLIP	18.8375	6.63609	0.0125707	0.201131	0.0659344	0.00251275
17	1	iSLIP	18.8411	6.66668	0.0118301	0.201112	0.0659441	0.00229435
18	1	iSLIP	18.9467	6.77266	0.011116	0.200089	0.0664556	0.00276694
19	1	iSLIP	18.9467	6.79828	0.0105271	0.200016	0.0664921	0.00306346
20	1	iSLIP	18.9626	6.75191	0.00999225	0.199845	0.0665775	0.00258026
21	1	iSLIP	18.9943	6.87093	0.00950476	0.1996	0.0667	0.00290029
22	1	iSLIP	19.1444	6.88552	0.00900455	0.1981	0.06745	0.00324578
23	1	iSLIP	19.1075	7.0304	0.008631	0.198513	0.0672435	0.00366558
24	1	iSLIP	18.948	6.80422	0.00833715	0.200092	0.0664542	0.00250025
25	1	iSLIP	19.1595	7.02364	0.00792016	0.198004	0.067498	0.00374437
26	1	iSLIP	19.1585	7.12144	0.00761464	0.197981	0.0675096	0.00353112
27	1	iSLIP	19.0323	6.91814	0.00737819	0.199211	0.0668944	0.00276694
28	1	iSLIP	19.2228	7.07327	0.00704885	0.197368	0.0678161	0.00427543
29	1	iSLIP	19.1899	7.23624	0.00681581	0.197659	0.0676707	0.00439699
30	1	iSLIP	19.189	7.16117	0.00659033	0.19771	0.067645	0.00431043
31	1	iSLIP	19.142	7.01459	0.00639303	0.198184	0.0674081	0.0042972
32	1	iSLIP	19.1137	7.05612	0.00620156	0.19845	0.067275	0.00357223
33	1	iSLIP	19.146	7.09672	0.00600321	0.198106	0.067447	0.00400949
34	1	iSLIP	19.2381	7.22423	0.00580009	0.197203	0.0678985	0.00458869
35	1	iSLIP	19.2985	7.31988	0.00561837	0.196643	0.0681786	0.00480905
36	1	iSLIP	19.2244	7.22205	0.00548233	0.197364	0.0678181	0.00442544
37	1	iSLIP	19.2714	7.13411	0.00532096	0.196876	0.0680622	0.00402202
38	1	iSLIP	19.2254	7.21234	0.00519259	0.197318	0.0678408	0.00417673
39	1	iSLIP	19.1628	7.07473	0.00507554	0.197946	0.0675269	0.00376191
