N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
4	0.5	KOUQ	3.13881	1.92539	0.0418	0.16695	0.000125	0
5	0.5	KOUQ	3.22287	2.03402	0.033672	0.1679	0.00023	0
6	0.5	KOUQ	3.26958	2.08928	0.0278833	0.166867	0.000208333	0
7	0.5	KOUQ	3.25814	2.03759	0.0236939	0.165414	0.000214286	0
8	0.5	KOUQ	3.28008	2.07264	0.0208641	0.166425	0.0002375	0
9	0.5	KOUQ	3.28485	2.10895	0.0184901	0.165778	0.000305556	0
10	0.5	KOUQ	3.31442	2.11386	0.016767	0.16707	0.000295	0
11	0.5	KOUQ	3.28552	2.10669	0.0149504	0.163845	0.000290909	0
12	0.5	KOUQ	3.29573	2.10231	0.0138722	0.165775	0.000325	0
13	0.5	KOUQ	3.3447	2.13845	0.0128692	0.166654	0.000292308	0
14	0.5	KOUQ	3.31518	2.09659	0.0118719	0.165621	0.000271429	0
15	0.5	KOUQ	3.30536	2.11875	0.0110773	0.165533	0.000313333	0
16	0.5	KOUQ	3.31044	2.11916	0.0104457	0.166519	0.000296875	0
17	0.5	KOUQ	3.31772	2.12018	0.00982249	0.166371	0.000294118	0
18	0.5	KOUQ	3.35837	2.15748	0.00929599	0.166694	0.000305556	0
19	0.5	KOUQ	3.34011	2.12494	0.00880416	0.166695	0.000276316	0
20	0.5	KOUQ	3.31217	2.11186	0.008302	0.16539	0.00031	0
21	0.5	KOUQ	3.32726	2.10762	0.00794036	0.166229	0.000245238	0
22	0.5	KOUQ	3.38055	2.16246	0.0075938	0.166386	0.000318182	0
23	0.5	KOUQ	3.33489	2.14123	0.00721626	0.165261	0.000347826	0
24	0.5	KOUQ	3.38327	2.18413	0.00695087	0.166246	0.00028125	0
25	0.5	KOUQ	3.37359	2.17801	0.00668656	0.166452	0.000346	0
26	0.5	KOUQ	3.36361	2.154	0.00641583	0.166154	0.000319231	0
27	0.5	KOUQ	3.36547	2.1624	0.006169	0.165926	0.000307407	0
28	0.5	KOUQ	3.34922	2.1444	0.00592997	0.16535	0.000330357	0
29	0.5	KOUQ	3.38211	2.18237	0.0057654	0.166507	0.000336207	0
30	0.5	KOUQ	3.35487	2.15094	0.00556533	0.166267	0.000335	0
31	0.5	KOUQ	3.35737	2.15553	0.00537721	0.166026	0.000327419	0
32	0.5	KOUQ	3.37917	2.17688	0.00522803	0.166587	0.000340625	0
33	0.5	KOUQ	3.34814	2.13212	0.00503104	0.1654	0.0003	0
34	0.5	KOUQ	3.37076	2.16117	0.00493218	0.166988	0.000345588	0
35	0.5	KOUQ	3.35845	2.14406	0.00473461	0.165037	0.000324286	0
36	0.5	KOUQ	3.35678	2.16004	0.00461775	0.165478	0.000370833	0
37	0.5	KOUQ	3.35808	2.16415	0.00448503	0.165257	0.000332432	0
38	0.5	KOUQ	3.38981	2.18814	0.00438989	0.166118	0.000340789	0
39	0.5	KOUQ	3.36481	2.15879	0.00426654	0.165715	0.000323077	0
40	0.5	KOUQ	3.3477	2.15664	0.00415325	0.165387	0.00036125	0
41	0.5	KOUQ	3.37308	2.17183	0.00407222	0.166241	0.000347561	0
42	0.5	KOUQ	3.36333	2.16079	0.0039559	0.165471	0.000329762	0
43	0.5	KOUQ	3.35109	2.14866	0.00387301	0.165835	0.000348837	0
44	0.5	KOUQ	3.34613	2.14754	0.00376699	0.165105	0.000309091	0
45	0.5	KOUQ	3.37693	2.17729	0.00371235	0.166433	0.000302222	0
46	0.5	KOUQ	3.37884	2.17134	0.00363157	0.16633	0.000348913	0
47	0.5	KOUQ	3.37975	2.17357	0.00353961	0.165664	0.000335106	0
48	0.5	KOUQ	3.37534	2.17837	0.00346758	0.165677	0.000378125	0
49	0.5	KOUQ	3.37078	2.1609	0.00340404	0.166137	0.000321429	0
50	0.5	KOUQ	3.37779	2.17885	0.0033252	0.165548	0.000342	0
51	0.5	KOUQ	3.35781	2.15769	0.00326105	0.165643	0.000326471	0
52	0.5	KOUQ	3.39203	2.1831	0.0032125	0.166313	0.000359615	0
53	0.5	KOUQ	3.37247	2.17342	0.0031534	0.166372	0.000368868	0
54	0.5	KOUQ	3.37749	2.17796	0.00308296	0.165728	0.000363889	0
55	0.5	KOUQ	3.39763	2.19446	0.00304228	0.166587	0.000356364	0
56	0.5	KOUQ	3.38402	2.18364	0.00297669	0.165961	0.000355357	0
57	0.5	KOUQ	3.37382	2.16384	0.00292607	0.166118	0.000318421	0
58	0.5	KOUQ	3.37105	2.16669	0.00287901	0.166284	0.000334483	0
59	0.5	KOUQ	3.37261	2.17324	0.00282252	0.165803	0.00034661	0
60	0.5	KOUQ	3.37671	2.16098	0.00278117	0.1662	0.000319167	0
61	0.5	KOUQ	3.39962	2.18679	0.00273263	0.166061	0.000306557	0
62	0.5	KOUQ	3.37456	2.17639	0.00268528	0.165719	0.000369355	0
63	0.5	KOUQ	3.38468	2.18178	0.00265011	0.166244	0.000344444	0
64	0.5	KOUQ	3.36992	2.15833	0.00260381	0.165992	0.000311719	0
65	0.5	KOUQ	3.38346	2.17696	0.00256978	0.166315	0.00035	0
66	0.5	KOUQ	3.37025	2.16564	0.00251791	0.165458	0.00035	0
67	0.5	KOUQ	3.37407	2.17068	0.00249004	0.166169	0.000323881	0
68	0.5	KOUQ	3.36539	2.16117	0.00245333	0.16609	0.000358824	0
69	0.5	KOUQ	3.36719	2.1579	0.00241168	0.165745	0.000318841	0
70	0.5	KOUQ	3.40191	2.19236	0.00237865	0.165787	0.000347143	0
