N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
4	0.5	iSLIP	3.78547	2.66672	0.0402625	0.16105	0.00285	0
5	0.5	iSLIP	3.99537	2.85238	0.031952	0.15976	0.0033	0
6	0.5	iSLIP	3.98713	2.86392	0.0267639	0.160583	0.00340833	0
7	0.5	iSLIP	4.1092	3.02738	0.0227633	0.159343	0.00371429	0
8	0.5	iSLIP	4.10523	2.93711	0.0199125	0.1593	0.00368125	0
9	0.5	iSLIP	4.27539	3.18639	0.0176852	0.159167	0.00454444	0
10	0.5	iSLIP	4.21281	3.05993	0.015732	0.15732	0.00395	0
11	0.5	iSLIP	4.36122	3.27873	0.0143066	0.157373	0.00470455	0
12	0.5	iSLIP	4.27623	3.18332	0.0130479	0.156575	0.0046	0
13	0.5	iSLIP	4.2626	3.23168	0.0120148	0.156192	0.00455769	0
14	0.5	iSLIP	4.42065	3.33781	0.0112097	0.156936	0.00501071	0
15	0.5	iSLIP	4.42818	3.44798	0.0104182	0.156273	0.00492667	0
16	0.5	iSLIP	4.42932	3.39712	0.00980938	0.15695	0.00499687	0
17	0.5	iSLIP	4.36619	3.28863	0.00924221	0.157118	0.00474706	0
18	0.5	iSLIP	4.44866	3.34109	0.00873457	0.157222	0.00485556	0
19	0.5	iSLIP	4.44379	3.37844	0.00827867	0.157295	0.00507105	0
20	0.5	iSLIP	4.51114	3.44609	0.00786575	0.157315	0.0053575	0
21	0.5	iSLIP	4.43812	3.39651	0.00745918	0.156643	0.00505476	0
22	0.5	iSLIP	4.43353	3.36111	0.00717252	0.157795	0.00503182	0
23	0.5	iSLIP	4.44183	3.37602	0.00681645	0.156778	0.00496522	0
24	0.5	iSLIP	4.45423	3.41232	0.00652083	0.1565	0.00512917	0
25	0.5	iSLIP	4.44086	3.38903	0.00625216	0.156304	0.005084	0
26	0.5	iSLIP	4.47865	3.4266	0.006025	0.15665	0.00516538	0
27	0.5	iSLIP	4.50233	3.459	0.00576598	0.155681	0.00510185	0
28	0.5	iSLIP	4.49879	3.50823	0.00557321	0.15605	0.00519286	0
29	0.5	iSLIP	4.49476	3.45082	0.00540119	0.156634	0.00511207	0
30	0.5	iSLIP	4.47787	3.45779	0.00521322	0.156397	0.00520167	0
31	0.5	iSLIP	4.50069	3.45654	0.00504735	0.156468	0.00520484	0
32	0.5	iSLIP	4.51558	3.5121	0.00487578	0.156025	0.00524062	9.37594e-06
33	0.5	iSLIP	4.51758	3.52474	0.00473737	0.156333	0.00524091	0
34	0.5	iSLIP	4.48914	3.46498	0.00458824	0.156	0.00512206	0
35	0.5	iSLIP	4.49454	3.45812	0.00448024	0.156809	0.00515714	0
36	0.5	iSLIP	4.48563	3.49269	0.00432654	0.155756	0.00515972	0
37	0.5	iSLIP	4.52939	3.52264	0.00422951	0.156492	0.00533649	8.10892e-06
38	0.5	iSLIP	4.50659	3.4775	0.00411212	0.156261	0.00537105	3.15821e-05
39	0.5	iSLIP	4.54457	3.55683	0.00399862	0.155946	0.00543846	0
40	0.5	iSLIP	4.49312	3.49326	0.0039085	0.15634	0.0052575	0
41	0.5	iSLIP	4.53845	3.51348	0.00379126	0.155441	0.00530976	0
42	0.5	iSLIP	4.52452	3.50861	0.00370516	0.155617	0.00524762	0
43	0.5	iSLIP	4.50989	3.47885	0.00363423	0.156272	0.00518256	0
44	0.5	iSLIP	4.51814	3.51683	0.00354256	0.155873	0.00529318	0
45	0.5	iSLIP	4.53022	3.49463	0.00345758	0.155591	0.00524333	0
46	0.5	iSLIP	4.50178	3.45664	0.00339376	0.156113	0.00520978	0
47	0.5	iSLIP	4.53551	3.57669	0.00330711	0.155434	0.00544894	0.00015959
48	0.5	iSLIP	4.55606	3.57143	0.00325243	0.156117	0.00543229	1.25013e-05
49	0.5	iSLIP	4.54245	3.51361	0.00318463	0.156047	0.00536633	1.22461e-05
50	0.5	iSLIP	4.53277	3.55864	0.003119	0.15595	0.005341	6.0006e-06
51	0.5	iSLIP	4.51245	3.48759	0.00304798	0.155447	0.00520196	1.76488e-05
52	0.5	iSLIP	4.55775	3.54785	0.00299937	0.155967	0.00533077	2.30792e-05
53	0.5	iSLIP	4.58864	3.59058	0.00294464	0.156066	0.00561226	0
54	0.5	iSLIP	4.591	3.61262	0.00288522	0.155802	0.00561296	5.55611e-06
55	0.5	iSLIP	4.52863	3.5158	0.00283127	0.15572	0.00524636	0
56	0.5	iSLIP	4.55536	3.55214	0.00277519	0.155411	0.00543214	0
57	0.5	iSLIP	4.57495	3.58395	0.00272807	0.1555	0.00549211	6.84279e-05
58	0.5	iSLIP	4.57475	3.55261	0.00268098	0.155497	0.00553621	0
59	0.5	iSLIP	4.54278	3.55986	0.00263246	0.155315	0.00539407	0
60	0.5	iSLIP	4.54648	3.53206	0.00260464	0.156278	0.0054025	0
61	0.5	iSLIP	4.57303	3.60562	0.00255066	0.15559	0.00546967	9.83705e-06
62	0.5	iSLIP	4.55686	3.54862	0.0025211	0.156308	0.00543145	0
63	0.5	iSLIP	4.54448	3.5629	0.00247556	0.15596	0.0053373	0
64	0.5	iSLIP	4.55976	3.52434	0.00244211	0.156295	0.00546641	1.40639e-05
65	0.5	iSLIP	4.53199	3.5258	0.00239747	0.155835	0.00530769	0
66	0.5	iSLIP	4.56101	3.61649	0.00235893	0.155689	0.00555076	0.00010001
67	0.5	iSLIP	4.56524	3.55347	0.0023268	0.155896	0.00548582	8.95612e-06
68	0.5	iSLIP	4.59179	3.58761	0.00228516	0.155391	0.00556912	2.64732e-05
69	0.5	iSLIP	4.56649	3.55064	0.00225457	0.155565	0.00547391	0
70	0.5	iSLIP	4.58787	3.5942	0.002223	0.15561	0.00556143	8.57229e-06
71	0.5	iSLIP	4.55526	3.54315	0.00218903	0.155421	0.00541408	0
72	0.5	iSLIP	4.56965	3.54353	0.00216526	0.155899	0.00544792	0
