N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
4	0.5	iSLIP	4.56556	3.84391	0.0415625	0.16625	0.0003375	0
5	0.5	iSLIP	5.20977	4.25207	0.033064	0.16532	0.00053	0
6	0.5	iSLIP	5.31995	4.27908	0.0276083	0.16565	0.000566667	0
7	0.5	iSLIP	5.46335	4.67257	0.0236918	0.165843	0.000778571	0
8	0.5	iSLIP	5.20856	4.23519	0.0207	0.1656	0.0005375	0
9	0.5	iSLIP	5.78537	4.94191	0.0183778	0.1654	0.000988889	0
10	0.5	iSLIP	5.57898	4.67822	0.016384	0.16384	0.000725	0
11	0.5	iSLIP	5.96252	5.00131	0.0150587	0.165645	0.00101364	0
12	0.5	iSLIP	5.79197	4.72548	0.01365	0.1638	0.000820833	0
13	0.5	iSLIP	5.88164	5.05804	0.012568	0.163385	0.00101154	0
14	0.5	iSLIP	5.91727	4.94786	0.0117857	0.165	0.00109286	0
15	0.5	iSLIP	6.15386	5.22101	0.010936	0.16404	0.00108667	0
16	0.5	iSLIP	6.10469	5.15417	0.0102539	0.164062	0.00119063	0
17	0.5	iSLIP	6.15276	5.1074	0.00969481	0.164812	0.00106765	0
18	0.5	iSLIP	6.25921	5.16999	0.00914228	0.164561	0.00119722	0
19	0.5	iSLIP	6.08586	5.09484	0.00867562	0.164837	0.00118947	0
20	0.5	iSLIP	6.37218	5.42859	0.00827025	0.165405	0.00142	0.000105011
21	0.5	iSLIP	6.28184	5.28637	0.00780658	0.163938	0.00130714	0
22	0.5	iSLIP	6.26856	5.28409	0.00748264	0.164618	0.00132727	0
23	0.5	iSLIP	6.08822	5.13076	0.00712703	0.163922	0.00116957	0
24	0.5	iSLIP	6.29858	5.348	0.00686285	0.164708	0.00126458	0
25	0.5	iSLIP	6.17894	5.16867	0.006564	0.1641	0.001146	0
26	0.5	iSLIP	6.23223	5.29239	0.00632027	0.164327	0.00125769	0
27	0.5	iSLIP	6.22225	5.23557	0.00604499	0.163215	0.00122778	0
28	0.5	iSLIP	6.47697	5.47453	0.00586582	0.164243	0.00136964	0
29	0.5	iSLIP	6.28327	5.23473	0.00566849	0.164386	0.00117931	0
30	0.5	iSLIP	6.25585	5.3607	0.00547278	0.164183	0.00127167	0
31	0.5	iSLIP	6.38791	5.2852	0.0053206	0.164939	0.00129032	0
32	0.5	iSLIP	6.31501	5.38521	0.00510654	0.163409	0.00132656	0
33	0.5	iSLIP	6.54057	5.53778	0.00496758	0.16393	0.00146667	3.63673e-05
34	0.5	iSLIP	6.50065	5.45277	0.00482578	0.164076	0.00131618	0
35	0.5	iSLIP	6.46	5.44595	0.00467722	0.163703	0.00133143	8.57229e-05
36	0.5	iSLIP	6.38292	5.3782	0.00455826	0.164097	0.001275	8.33417e-06
37	0.5	iSLIP	6.56135	5.49967	0.00444733	0.164551	0.00142838	4.86535e-05
38	0.5	iSLIP	6.34736	5.32635	0.00431593	0.164005	0.00132763	0
39	0.5	iSLIP	6.62576	5.55906	0.00420874	0.164141	0.00142821	3.07723e-05
40	0.5	iSLIP	6.34287	5.37133	0.00409706	0.163882	0.0012275	1.50015e-05
41	0.5	iSLIP	6.42029	5.41032	0.00398965	0.163576	0.00135	0
42	0.5	iSLIP	6.36614	5.30193	0.00390034	0.163814	0.00120238	1.42871e-05
43	0.5	iSLIP	6.45658	5.50182	0.003804	0.163572	0.00141395	2.79098e-05
44	0.5	iSLIP	6.34745	5.39548	0.0037249	0.163895	0.00131023	0
45	0.5	iSLIP	6.39194	5.39832	0.00363363	0.163513	0.00126444	0
46	0.5	iSLIP	6.40525	5.36084	0.00356356	0.163924	0.00129348	6.52239e-06
47	0.5	iSLIP	6.45567	5.50589	0.00348189	0.163649	0.00138404	7.02198e-05
48	0.5	iSLIP	6.56694	5.56311	0.00341853	0.16409	0.00148021	0
49	0.5	iSLIP	6.41375	5.40242	0.0033444	0.163876	0.00129898	0
50	0.5	iSLIP	6.34568	5.37423	0.0032718	0.16359	0.001295	1.20012e-05
51	0.5	iSLIP	6.46036	5.48247	0.00320196	0.1633	0.00136765	1.17659e-05
52	0.5	iSLIP	6.55776	5.57632	0.00314908	0.163752	0.00151154	6.92377e-05
53	0.5	iSLIP	6.55889	5.55506	0.00310021	0.164311	0.0014934	2.26438e-05
54	0.5	iSLIP	6.4649	5.46941	0.0030275	0.163485	0.00139722	0
55	0.5	iSLIP	6.41377	5.44722	0.00297078	0.163393	0.00137636	1.63653e-05
56	0.5	iSLIP	6.52404	5.51838	0.00292624	0.16387	0.00142411	0
57	0.5	iSLIP	6.50003	5.54237	0.00287184	0.163695	0.00148246	7.89553e-05
58	0.5	iSLIP	6.42554	5.42377	0.00282301	0.163734	0.00135086	0
59	0.5	iSLIP	6.46972	5.4723	0.00277231	0.163566	0.00142373	0
60	0.5	iSLIP	6.45012	5.40476	0.00273317	0.16399	0.00137083	0
61	0.5	iSLIP	6.56789	5.51013	0.002691	0.164151	0.00139508	0
62	0.5	iSLIP	6.53084	5.4729	0.00264464	0.163968	0.00139355	9.67839e-06
63	0.5	iSLIP	6.43919	5.40304	0.00260103	0.163865	0.00136905	4.76238e-06
64	0.5	iSLIP	6.58296	5.61336	0.00256035	0.163862	0.00150938	0
65	0.5	iSLIP	6.59438	5.57176	0.0025222	0.163943	0.00144154	4.61585e-06
66	0.5	iSLIP	6.55024	5.5812	0.00248028	0.163698	0.00153182	6.36427e-05
67	0.5	iSLIP	6.40442	5.36285	0.00244957	0.164121	0.00127687	4.47806e-06
68	0.5	iSLIP	6.50934	5.50275	0.00240677	0.16366	0.00142059	0
69	0.5	iSLIP	6.5657	5.57772	0.00237101	0.1636	0.00148551	0
70	0.5	iSLIP	6.52722	5.55108	0.00233963	0.163774	0.00147714	5.57199e-05
71	0.5	iSLIP	6.44655	5.40798	0.00230663	0.16377	0.00130352	8.45155e-06
72	0.5	iSLIP	6.48191	5.4659	0.0022702	0.163454	0.00138194	0
73	0.5	iSLIP	6.51935	5.46727	0.00224868	0.164153	0.00142945	0
74	0.5	iSLIP	6.48391	5.43606	0.00221514	0.16392	0.00143243	1.62178e-05
75	0.5	iSLIP	6.58929	5.54686	0.00218711	0.164033	0.00143733	2.0002e-05
76	0.5	iSLIP	6.48521	5.45853	0.00215431	0.163728	0.00138421	1.18433e-05
77	0.5	iSLIP	6.50777	5.50823	0.00212486	0.163614	0.00143442	1.94825e-05
78	0.5	iSLIP	6.48825	5.45703	0.00209969	0.163776	0.00138141	1.53862e-05
79	0.5	iSLIP	6.45746	5.45341	0.00207311	0.163776	0.00134051	1.89892e-05
80	0.5	iSLIP	6.57992	5.57679	0.00204475	0.16358	0.00148	7.50075e-06
81	0.5	iSLIP	6.48836	5.47446	0.00202087	0.16369	0.00138148	0
82	0.5	iSLIP	6.59005	5.59831	0.00199182	0.163329	0.00152866	1.09767e-05
83	0.5	iSLIP	6.4544	5.43179	0.00197506	0.16393	0.00134578	1.80741e-05
84	0.5	iSLIP	6.50608	5.5669	0.00194362	0.163264	0.00146905	3.57179e-05
85	0.5	iSLIP	6.64815	5.60533	0.00192871	0.16394	0.00153941	3.17679e-05
86	0.5	iSLIP	6.53167	5.4758	0.00190979	0.164242	0.0014564	1.39549e-05
87	0.5	iSLIP	6.55929	5.55556	0.00188206	0.163739	0.00147414	1.37945e-05
88	0.5	iSLIP	6.63318	5.59518	0.00186198	0.163855	0.0015517	3.40943e-06
89	0.5	iSLIP	6.45964	5.44212	0.00183573	0.16338	0.00139775	2.35979e-05
90	0.5	iSLIP	6.5686	5.57417	0.00182378	0.16414	0.00146222	6.33397e-05
91	0.5	iSLIP	6.70993	5.68587	0.00179804	0.163622	0.00160824	3.29703e-06
92	0.5	iSLIP	6.59954	5.58684	0.00178201	0.163945	0.00151304	2.28284e-05
93	0.5	iSLIP	6.55326	5.53171	0.00176353	0.164009	0.00144247	2.25829e-05
94	0.5	iSLIP	6.63622	5.56857	0.00174578	0.164103	0.00151223	0
95	0.5	iSLIP	6.53548	5.50784	0.00172106	0.163501	0.00147368	1.26328e-05
96	0.5	iSLIP	6.50239	5.49494	0.00170475	0.163656	0.00141562	3.12531e-06
97	0.5	iSLIP	6.53108	5.47647	0.0016871	0.163648	0.00140979	0
98	0.5	iSLIP	6.50224	5.49032	0.00166761	0.163426	0.00143214	6.12306e-06
99	0.5	iSLIP	6.58722	5.51057	0.00165846	0.164188	0.00145253	3.03061e-05
100	0.5	iSLIP	6.43821	5.42503	0.00163257	0.163257	0.001302	9.0009e-06
